request,classification
/tienda1/publico/entrar.jsp /errorMsg=Credenciales+incorrectas,0
/tienda1/publico/pagar.jsp /modo=insertar&precio=9437&B1=Pasar+por+caja,0
/tienda1/publico/registro.jsp /modo=registro&login=walkins&password=CUARtelAR&nombre=Cecilio&apellidos=Guinea+Hinojar&email=manzaneque%40ssextremadura.mt&dni=65658514T&direccion=Calle+Santa+Corda%2C+84%2C+3%3FH&ciudad=Castell%F3n+de+la+Plana%2FCastell%F3+de+la+Plana&cp=20115&provincia=Sevilla&ntc=7912641322144923&B1=Registrar,0
/tienda1/publico/vaciar.jsp /B2=Vaciar+carrito,0
/tienda1/miembros/editar.jsp /modo=registro&login=lacasse&password=5e3i2a4&nombre=Rams%E9s&apellidos=Illa&email=motte%40clubdecampo.com.gw&dni=28343275F&direccion=Pablo+De+Rojas%2C+S%2FN%2C+&ciudad=Echarri&cp=10592&provincia=Badajoz&ntc=2817906891960680&B1=Registrar,0
/tienda1/publico/anadir.jsp /id=3&nombre=Jam%F3n+Ib%E9rico&precio=100&cantidad=76&B1=A%F1adir+al+carrito,0
/tienda1/publico/autenticar.jsp /modo=entrar&login=d.antoni&pwd=6ab48t1r&remember=off&B1=Entrar,0
/tienda1/publico/caracteristicas.jsp /id=2,0
/tienda1/publico/entrar.jsp /errorMsg=Credenciales+incorrectas,0
/tienda1/publico/pagar.jsp /modo=insertar&precio=7231&B1=Confirmar,0
/tienda1/publico/registro.jsp /modo=registro&login=monino&password=BRUtEz&nombre=Bettina&apellidos=Queijo+Pintat&email=chamberlin%40nikemujeres.py&dni=98810075M&direccion=Pl.+Finlandia%2C+58%2C+7%3FD&ciudad=Navas+de+Bureba&cp=02246&provincia=Zamora&ntc=2201361868011064&B1=Registrar,0
/tienda1/publico/vaciar.jsp /B2=Vaciar+carrito,0
/tienda1/miembros/editar.jsp /modo=registro&login=ezella&password=CU25439y&nombre=Hedda&apellidos=Ojeda+Fita&email=mallott%40edifico.bf&dni=63897551D&direccion=C%2F+Ferriol%2C+105+11%3FD&ciudad=Begues&cp=06390&provincia=Le%F3n&ntc=7359610101148401&B1=Registrar,0
/tienda1/publico/anadir.jsp /id=2&nombre=Queso+Manchego&precio=85&cantidad=11&B1=A%F1adir+al+carrito,0
/tienda1/publico/autenticar.jsp /modo=entrar&login=lonidas&pwd=mamp8s30r2a&remember=on&B1=Entrar,0
/tienda1/publico/caracteristicas.jsp /id=1,0
/tienda1/publico/entrar.jsp /errorMsg=Credenciales+incorrectas,0
/tienda1/publico/pagar.jsp /modo=insertar&precio=6569&B1=Pasar+por+caja,0
/tienda1/publico/registro.jsp /modo=registro&login=andries&password=bezante&nombre=Nicasio&apellidos=Suau+Feixa&email=hardwick%40corjet.gh&dni=97084633T&direccion=Partida+Lliriet+D%27en+Mig%2C+135%2C+10%3FA&ciudad=Villena&cp=46269&provincia=Navarra&ntc=4641290123831700&B1=Registrar,0
/tienda1/publico/vaciar.jsp /B2=Vaciar+carrito,0
/tienda1/miembros/editar.jsp /modo=registro&login=kawahara&password=coposes%2Bor&nombre=Leopolda&apellidos=Rojo&email=yegorova%40onlinegratis.aq&dni=26857148W&direccion=C%2F+Poetisa+Juana+Luna+135%2C+5-G&ciudad=Robledo%2C+El&cp=17132&provincia=C%E1ceres&ntc=1013839255415195&B1=Registrar,0
/tienda1/publico/anadir.jsp /id=2&nombre=Queso+Manchego&precio=85&cantidad=67&B1=A%F1adir+al+carrito,0
/tienda1/publico/autenticar.jsp /modo=entrar&login=reddick&pwd=Fe4r0g6ent8&remember=off&B1=Entrar,0
/tienda1/publico/caracteristicas.jsp /id=1,0
/tienda1/publico/entrar.jsp /errorMsg=Credenciales+incorrectas,0
/tienda1/publico/pagar.jsp /modo=insertar&precio=5829&B1=Pasar+por+caja,0
/tienda1/publico/registro.jsp /modo=registro&login=eden&password=oct%F3GOna&nombre=Sumahya&apellidos=Lacosta+Estrader&email=helmos%40pool-control.mx&dni=61605523T&direccion=Calle+Duque+De+Zaragoza+S%2FN%2C+&ciudad=Bascu%F1ana+de+San+Pedro&cp=24710&provincia=Valladolid&ntc=5690251194310555&B1=Registrar,0
/tienda1/publico/vaciar.jsp /B2=Vaciar+carrito,0
/tienda1/miembros/editar.jsp /modo=registro&login=schreife&password=EstOrnin3&nombre=Delsa&apellidos=Gallejon+Mingo&email=murton%40estirpe-heroes.id&dni=85766213H&direccion=C%2F+Cabo+Lopez+Martinez+S%2FN%2C+7%3FC&ciudad=Tobarra&cp=34116&provincia=Huesca&ntc=8331341352065092&B1=Registrar,0
/tienda1/publico/anadir.jsp /id=3&nombre=Vino+Rioja&precio=39&cantidad=33&B1=A%F1adir+al+carrito,0
/tienda1/publico/autenticar.jsp /modo=entrar&login=cath&pwd=capi8081a&remember=off&B1=Entrar,0
/tienda1/publico/caracteristicas.jsp /id=1,0
/tienda1/publico/entrar.jsp /errorMsg=Credenciales+incorrectas,0
/tienda1/publico/pagar.jsp /modo=insertar&precio=4501&B1=Pasar+por+caja,0
/tienda1/publico/registro.jsp /modo=registro&login=melbourn&password=Ja.HaR%CD&nombre=Federico&apellidos=Banchieri+Romaguer&email=nalbach0%40softwaremasservicio.aero&dni=00930465T&direccion=C%2F+Andorra%2C+71+&ciudad=Olmeda+de+la+Cuesta&cp=06760&provincia=Soria&ntc=5955499779082476&B1=Registrar,0
/tienda1/publico/vaciar.jsp /B2=Vaciar+carrito,0
/tienda1/miembros/editar.jsp /modo=registro&login=yu-chian&password=Ca5R7211a&nombre=Fulgencia&apellidos=Manay+Crespo&email=scanell%40clichotel.kw&dni=93777834A&direccion=Calle+Tresmall+154+&ciudad=San+Mart%EDn+y+Mudri%E1n&cp=22268&provincia=Guip%FAzcoa&ntc=4994071858683051&B1=Registrar,0
/tienda1/publico/anadir.jsp /id=3&nombre=Jam%F3n+Ib%E9rico&precio=100&cantidad=52&B1=A%F1adir+al+carrito,0
/tienda1/publico/autenticar.jsp /modo=entrar&login=aghi&pwd=tesal%F3nico&remember=on&B1=Entrar,0
/tienda1/publico/caracteristicas.jsp /id=1,0
/tienda1/publico/entrar.jsp /errorMsg=Credenciales+incorrectas,0
/tienda1/publico/pagar.jsp /modo=insertar&precio=1418&B1=Pasar+por+caja,0
/tienda1/publico/registro.jsp /modo=registro&login=koprulu&password=8e6a74aer&nombre=Lihu%E9l&apellidos=Canal+Dolcet&email=samuel.felden%40multaspendientes.yu&dni=53666035C&direccion=Pasaje+Trigueros%2C+170%2C+&ciudad=Bufali&cp=45182&provincia=C%E1ceres&ntc=5730165780562734&B1=Registrar,0
/tienda1/publico/vaciar.jsp /B2=Vaciar+carrito,0
/tienda1/miembros/editar.jsp /modo=registro&login=efrain&password=PataneR%EDa&nombre=Angilberto&apellidos=Aira+Vi%F1als&email=ruhl.friedkin%40opel-e-flex.in&dni=22010612A&direccion=C%2F+Oto%F1o+117+8-H&ciudad=Herv%E1s&cp=50684&provincia=Teruel&ntc=2278515903267835&B1=Registrar,0
/tienda1/publico/anadir.jsp /id=3&nombre=Vino+Rioja&precio=85&cantidad=77&B1=A%F1adir+al+carrito,0
/tienda1/publico/autenticar.jsp /modo=entrar&login=demren&pwd=488u7ra&remember=on&B1=Entrar,0
/tienda1/publico/caracteristicas.jsp /id=2,0
/tienda1/publico/entrar.jsp /errorMsg=Credenciales+incorrectas,0
/tienda1/publico/pagar.jsp /modo=insertar&precio=9170&B1=Pasar+por+caja,0
/tienda1/publico/registro.jsp /modo=registro&login=ilsup&password=1o510426&nombre=Aminta&apellidos=Llobet+Viader&email=lefebre_heribelle%40shamballa-es.by&dni=65119692E&direccion=C%2F+San+Blas+88%2C+&ciudad=Allariz&cp=22860&provincia=Sevilla&ntc=2044220684799297&B1=Registrar,0
/tienda1/publico/vaciar.jsp /B2=Vaciar+carrito,0
/tienda1/miembros/editar.jsp /modo=registro&login=brenna&password=veLeJAR&nombre=Orieta&apellidos=Forn%E9s+Rigall&email=eisenberg%40muchochinoenchina.mx&dni=26064480Y&direccion=Emilio+Arrieta%2C+110%2C+1F&ciudad=Palmera&cp=44368&provincia=%C1vila&ntc=3483759032039074&B1=Registrar,0
/tienda1/publico/anadir.jsp /id=3&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=58&B1=A%F1adir+al+carrito,0
/tienda1/publico/autenticar.jsp /modo=entrar&login=silvia&pwd=1pa5364e3a&remember=on&B1=Entrar,0
/tienda1/publico/caracteristicas.jsp /id=1,0
/tienda1/publico/entrar.jsp /errorMsg=Credenciales+incorrectas,0
/tienda1/publico/pagar.jsp /modo=insertar&precio=1444&B1=Pasar+por+caja,0
/tienda1/publico/registro.jsp /modo=registro&login=pomeroy5&password=miscel%E1nea&nombre=Karel&apellidos=Ni%F1erola+Porcel&email=fontaine%40viajesdacapalla.gd&dni=36726019X&direccion=Los+Aramburu%2C+72+&ciudad=Navas+de+Jorquera&cp=15129&provincia=Zamora&ntc=8336141242852495&B1=Registrar,0
/tienda1/publico/vaciar.jsp /B2=Vaciar+carrito,0
/tienda1/miembros/editar.jsp /modo=registro&login=kotler&password=9ar631i708ia&nombre=Paine&apellidos=Paraire+Credid%EDo&email=buttons%40creacionwebs.tm&dni=19283115F&direccion=C%2F+Balanegra+57+8%3FA&ciudad=Aldeamayor+de+San+Mart%EDn&cp=23790&provincia=Navarra&ntc=7636016430512183&B1=Registrar,0
/tienda1/publico/anadir.jsp /id=2&nombre=Queso+Manchego&precio=39&cantidad=56&B1=A%F1adir+al+carrito,0
/tienda1/publico/autenticar.jsp /modo=entrar&login=konstanc&pwd=escenogr%E1fica&remember=off&B1=Entrar,0
/tienda1/publico/caracteristicas.jsp /id=2,0
/tienda1/publico/entrar.jsp /errorMsg=Credenciales+incorrectas,0
/tienda1/publico/pagar.jsp /modo=insertar&precio=1406&B1=Confirmar,0
/tienda1/publico/registro.jsp /modo=registro&login=ozselcuk&password=ocal&nombre=Salvina&apellidos=Potel+Ivars&email=steelsmith%407peines.com&dni=72588514P&direccion=Calle+Bego%F1azpi+5+7%3FF&ciudad=Itrabo&cp=26222&provincia=Teruel&ntc=6402233708225431&B1=Registrar,0
/tienda1/publico/vaciar.jsp /B2=Vaciar+carrito,0
/tienda1/miembros/editar.jsp /modo=registro&login=dungan&password=efICientEmENte&nombre=Cris%F3logo&apellidos=Trafelati+Zurera&email=bianchetti%40zafranet.se&dni=95554434Z&direccion=Carrer+Castellfollit%2C+S%2FN%2C+9-A&ciudad=Casas+de+Miravete&cp=37258&provincia=Madrid&ntc=0891192306237140&B1=Registrar,0
/tienda1/publico/anadir.jsp /id=3&nombre=Queso+Manchego&precio=85&cantidad=0&B1=A%F1adir+al+carrito,0
/tienda1/publico/autenticar.jsp /modo=entrar&login=pippo&pwd=argos&remember=off&B1=Entrar,0
/tienda1/publico/caracteristicas.jsp /id=1,0
/tienda1/publico/entrar.jsp /errorMsg=Credenciales+incorrectas,0
/tienda1/publico/pagar.jsp /modo=insertar&precio=8460&B1=Confirmar,0
/tienda1/publico/registro.jsp /modo=registro&login=lewes&password=76rMi69so&nombre=Monitor&apellidos=Stratten&email=adjani%40zoorapia.ma&dni=91257210H&direccion=C%2F+Salgueiral%2C+198+&ciudad=Montanuy&cp=48508&provincia=Zamora&ntc=0406141531828732&B1=Registrar,0
/tienda1/publico/vaciar.jsp /B2=Vaciar+carrito,0
/tienda1/miembros/editar.jsp /modo=registro&login=moriyama&password=remiendo&nombre=Natal%ED&apellidos=Guell+Lloret&email=kitaen5%40lawn.vn&dni=42569454L&direccion=Calle+Ladera%2C+147+10-E&ciudad=Santo+Domingo+de+las+Posadas&cp=16127&provincia=Navarra&ntc=6691710338743371&B1=Registrar,0
/tienda1/publico/anadir.jsp /id=1&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=86&B1=A%F1adir+al+carrito,0
/tienda1/publico/autenticar.jsp /modo=entrar&login=deying&pwd=serpe4tinamente&remember=off&B1=Entrar,0
/tienda1/publico/caracteristicas.jsp /id=1,0
/tienda1/publico/entrar.jsp /errorMsg=Credenciales+incorrectas,0
/tienda1/publico/pagar.jsp /modo=insertar&precio=7164&B1=Confirmar,0
/tienda1/publico/registro.jsp /modo=registro&login=leoine&password=ceIBO&nombre=Romina&apellidos=Weintraub&email=cathey%40100mbps.gs&dni=34081266G&direccion=C%2F+Curadero%2C+101%2C+12%3FE&ciudad=Cabrillas&cp=28430&provincia=Sevilla&ntc=1059231645093194&B1=Registrar,0
/tienda1/publico/vaciar.jsp /B2=Vaciar+carrito,0
/tienda1/miembros/editar.jsp /modo=registro&login=clennito&password=repinaRsE&nombre=Jeshua&apellidos=Cuero+Slachevsky&email=kernke-langevin%40estoeslahostia.kr&dni=88003603Z&direccion=C%2F+Pe%F1a+Lara%2C+52%2C+7%3FB&ciudad=Ca%F1ete&cp=14480&provincia=Valladolid&ntc=6550423388697055&B1=Registrar,0
/tienda1/publico/anadir.jsp /id=3&nombre=Jam%F3n+Ib%E9rico&precio=100&cantidad=79&B1=A%F1adir+al+carrito,0
/tienda1/publico/autenticar.jsp /modo=entrar&login=waggoner&pwd=rosquiller3&remember=on&B1=Entrar,0
/tienda1/publico/caracteristicas.jsp /id=1,0
/tienda1/publico/entrar.jsp /errorMsg=Credenciales+incorrectas,0
/tienda1/publico/pagar.jsp /modo=insertar&precio=9729&B1=Confirmar,0
/tienda1/publico/registro.jsp /modo=registro&login=milford1&password=maTizAr&nombre=Roxette&apellidos=Vargas+Bentos&email=gaubert%40clementelr.mw&dni=97649797P&direccion=Calle+Neptuno+162%2C+&ciudad=R%F3denas&cp=42127&provincia=La+Rioja&ntc=0904159527442646&B1=Registrar,0
/tienda1/publico/vaciar.jsp /B2=Vaciar+carrito,0
/tienda1/miembros/editar.jsp /modo=registro&login=kannel&password=1je5re1&nombre=Ulpiano&apellidos=Lizana+Rom%E0&email=dennen_christlein%40tantra-gay.sn&dni=32806661J&direccion=Plaza+Esquivias%2C+68%2C+5%3FG&ciudad=Jalance&cp=17470&provincia=M%E1laga&ntc=0902736891037031&B1=Registrar,0
/tienda1/publico/anadir.jsp /id=3&nombre=Queso+Manchego&precio=85&cantidad=33&B1=A%F1adir+al+carrito,0
/tienda1/publico/autenticar.jsp /modo=entrar&login=kartik&pwd=juglandea&remember=off&B1=Entrar,0
/tienda1/publico/caracteristicas.jsp /id=2,0
/tienda1/publico/entrar.jsp /errorMsg=Credenciales+incorrectas,0
/tienda1/publico/pagar.jsp /modo=insertar&precio=1980&B1=Confirmar,0
/tienda1/publico/registro.jsp /modo=registro&login=symon&password=d66jador&nombre=Caterina&apellidos=Fincias+Alcoriza&email=cabot%40eurograb.tel&dni=74566884X&direccion=C%2F+Paseillo+153%2C+&ciudad=Nonaspe&cp=45738&provincia=Granada&ntc=4979216909976076&B1=Registrar,0
/tienda1/publico/vaciar.jsp /B2=Vaciar+carrito,0
/tienda1/miembros/editar.jsp /modo=registro&login=jargon_&password=bAquet0&nombre=Otmar&apellidos=Valcarcel&email=abbe%40natravea.tk&dni=28221877A&direccion=Jocs+Olimpics+110+1-B&ciudad=Har%EDa&cp=19262&provincia=Salamanca&ntc=2036710936767005&B1=Registrar,0
/tienda1/publico/anadir.jsp /id=2&nombre=Queso+Manchego&precio=85&cantidad=5&B1=A%F1adir+al+carrito,0
/tienda1/publico/autenticar.jsp /modo=entrar&login=seto&pwd=almacenamIento&remember=off&B1=Entrar,0
/tienda1/publico/caracteristicas.jsp /id=2,0
/tienda1/publico/entrar.jsp /errorMsg=Credenciales+incorrectas,0
/tienda1/publico/pagar.jsp /modo=insertar&precio=6963&B1=Pasar+por+caja,0
/tienda1/publico/registro.jsp /modo=registro&login=raif&password=doradura&nombre=Radley&apellidos=Bentos+Campins&email=bova%40atorre.cc&dni=67108468B&direccion=Calle+Condor%2C+193+10F&ciudad=Valverde+de+Burguillos&cp=03150&provincia=Ja%E9n&ntc=1714795678341656&B1=Registrar,0
/tienda1/publico/vaciar.jsp /B2=Vaciar+carrito,0
/tienda1/miembros/editar.jsp /modo=registro&login=bauer&password=%3Frevivir&nombre=Albida&apellidos=Ciezar&email=pike%40multasdetransito.gf&dni=14895436S&direccion=Sugranyes%2C+166%2C+&ciudad=Villavaquer%EDn&cp=50228&provincia=Ja%E9n&ntc=1386580487506748&B1=Registrar,0
/tienda1/publico/anadir.jsp /id=1&nombre=Queso+Manchego&precio=39&cantidad=32&B1=A%F1adir+al+carrito,0
/tienda1/publico/autenticar.jsp /modo=entrar&login=ramanath&pwd=coniecha&remember=off&B1=Entrar,0
/tienda1/publico/caracteristicas.jsp /id=1,0
/tienda1/publico/entrar.jsp /errorMsg=Credenciales+incorrectas,0
/tienda1/publico/pagar.jsp /modo=insertar&precio=6053&B1=Pasar+por+caja,0
/tienda1/publico/registro.jsp /modo=registro&login=okura4&password=enconrea7&nombre=Brunella&apellidos=Mediavilla+Buera&email=tottenham%40satellites.py&dni=21236992B&direccion=C%2F+Doctor+Luis+Calandre+44+&ciudad=Tabanera+de+Cerrato&cp=40142&provincia=Guip%FAzcoa&ntc=4691061032427917&B1=Registrar,0
/tienda1/publico/vaciar.jsp /B2=Vaciar+carrito,0
/tienda1/miembros/editar.jsp /modo=registro&login=gaylord&password=malparto&nombre=Pr%F3spera&apellidos=Freydig+Rueda&email=carstensen%40freecreditcheck.vc&dni=97573176T&direccion=Calle+Mont-ral+59+12%3FG&ciudad=Perarr%FAa&cp=15107&provincia=C%E1ceres&ntc=3068571897789618&B1=Registrar,0
/tienda1/publico/anadir.jsp /id=1&nombre=Queso+Manchego&precio=39&cantidad=62&B1=A%F1adir+al+carrito,0
/tienda1/publico/autenticar.jsp /modo=entrar&login=monino&pwd=cornejo&remember=on&B1=Entrar,0
/tienda1/publico/caracteristicas.jsp /id=1,0
/tienda1/publico/entrar.jsp /errorMsg=Credenciales+incorrectas,0
/tienda1/publico/pagar.jsp /modo=insertar&precio=2564&B1=Confirmar,0
/tienda1/publico/registro.jsp /modo=registro&login=sikander&password=2eSCo63ENti2&nombre=Mario&apellidos=Zul+Ugartechea&email=cohn.of%40evasor.ch&dni=19064192K&direccion=Panama+128+5-B&ciudad=Ab%E1igar&cp=47511&provincia=Le%F3n&ntc=6796191867385507&B1=Registrar,0
/tienda1/publico/vaciar.jsp /B2=Vaciar+carrito,0
/tienda1/miembros/editar.jsp /modo=registro&login=kriz&password=fusado&nombre=Mae&apellidos=Arxe+Matsumiya&email=bergere%40canovash.bb&dni=04711214D&direccion=Calle+Manco%2C+109%2C+10-G&ciudad=Sant+Llu%EDs&cp=33825&provincia=Tarragona&ntc=7010348636170522&B1=Registrar,0
/tienda1/publico/anadir.jsp /id=2&nombre=Vino+Rioja&precio=100&cantidad=27&B1=A%F1adir+al+carrito,0
/tienda1/publico/autenticar.jsp /modo=entrar&login=sunning&pwd=t%2174ador&remember=on&B1=Entrar,0
/tienda1/publico/caracteristicas.jsp /id=1,0
/tienda1/publico/entrar.jsp /errorMsg=Credenciales+incorrectas,0
/tienda1/publico/pagar.jsp /modo=insertar&precio=8485&B1=Pasar+por+caja,0
/tienda1/publico/registro.jsp /modo=registro&login=malia&password=boci%2Bo&nombre=Neleo&apellidos=Mahecha+Bargu%F1o&email=maas%40tobarisch.ke&dni=78901606Z&direccion=Juan+Vazquez%2C+112%2C+&ciudad=Villar+del+R%EDo&cp=29350&provincia=Asturias&ntc=1350447535832439&B1=Registrar,0
/tienda1/publico/vaciar.jsp /B2=Vaciar+carrito,0
/tienda1/miembros/editar.jsp /modo=registro&login=nys&password=farmacop%F3lica&nombre=CarlosMar%EDa&apellidos=Fortuny+Goyenaga&email=henrikson%40hojainformativas.int&dni=74725623A&direccion=Pl.+Sierra+De+Ayllon+100%2C+&ciudad=Villar+del+R%EDo&cp=29450&provincia=%C1vila&ntc=8879069271917222&B1=Registrar,0
/tienda1/publico/anadir.jsp /id=2&nombre=Queso+Manchego&precio=85&cantidad=53&B1=A%F1adir+al+carrito,0
/tienda1/publico/autenticar.jsp /modo=entrar&login=doroteya&pwd=357rte0o&remember=off&B1=Entrar,0
/tienda1/publico/caracteristicas.jsp /id=2,0
/tienda1/publico/entrar.jsp /errorMsg=Credenciales+incorrectas,0
/tienda1/publico/pagar.jsp /modo=insertar&precio=2055&B1=Pasar+por+caja,0
/tienda1/publico/registro.jsp /modo=registro&login=ashberry&password=lavada&nombre=Marcos&apellidos=Ladra+Belonne&email=strade_rosenthal%40latiendadecolchones.kr&dni=10745236G&direccion=C%2F+Meson+De+Jativa%2C+109+10-A&ciudad=Tejado%2C+El&cp=22373&provincia=Vizcaya&ntc=3792182208428268&B1=Registrar,0
/tienda1/publico/vaciar.jsp /B2=Vaciar+carrito,0
/tienda1/miembros/editar.jsp /modo=registro&login=whit&password=analfaBEtismo&nombre=Gabina&apellidos=Arjona&email=kindermann%40lawn.je&dni=30718466B&direccion=Paseo+Marinero+Luis+De+Torres%2C+81%2C+4%3FE&ciudad=Montclar&cp=19281&provincia=Zamora&ntc=9304951385291211&B1=Registrar,0
/tienda1/publico/anadir.jsp /id=2&nombre=Vino+Rioja&precio=100&cantidad=5&B1=A%F1adir+al+carrito,0
/tienda1/publico/autenticar.jsp /modo=entrar&login=lepine&pwd=crioja&remember=off&B1=Entrar,0
/tienda1/publico/caracteristicas.jsp /id=1,0
/tienda1/publico/entrar.jsp /errorMsg=Credenciales+incorrectas,0
/tienda1/publico/pagar.jsp /modo=insertar&precio=7092&B1=Pasar+por+caja,0
/tienda1/publico/registro.jsp /modo=registro&login=thiessen&password=1%3Fi0l%ED&nombre=Nevel&apellidos=Batallanos+Halpin&email=misaki-saks%40estoeslahostia.gy&dni=26015420M&direccion=Calle+Pablo+Penaguilas%2C+112%2C+7%3FA&ciudad=Villares+de+Yeltes&cp=13590&provincia=Zaragoza&ntc=5812483495422600&B1=Registrar,0
/tienda1/publico/vaciar.jsp /B2=Vaciar+carrito,0
/tienda1/miembros/editar.jsp /modo=registro&login=ailee1&password=vislumbrar&nombre=Augusto&apellidos=Buf%ED+Mu%F1eton&email=luez.doskey%40forohh.cf&dni=62364423S&direccion=Carrer+Alps+S%2FN+13-D&ciudad=Ivorra&cp=45112&provincia=Guadalajara&ntc=4365955387059187&B1=Registrar,0
/tienda1/publico/anadir.jsp /id=3&nombre=Vino+Rioja&precio=100&cantidad=37&B1=A%F1adir+al+carrito,0
/tienda1/publico/autenticar.jsp /modo=entrar&login=demetre&pwd=av8aC6%F35&remember=on&B1=Entrar,0
/tienda1/publico/caracteristicas.jsp /id=1,0
/tienda1/publico/entrar.jsp /errorMsg=Credenciales+incorrectas,0
/tienda1/publico/pagar.jsp /modo=insertar&precio=7770&B1=Confirmar,0
/tienda1/publico/registro.jsp /modo=registro&login=kenta1&password=arraigadura&nombre=Shazmin&apellidos=Barba+Crous&email=cortadellas%40ppmanzanares.cx&dni=59137152N&direccion=Carretera+De+Vista-rica+S%2FN%2C+&ciudad=Boqui%F1eni&cp=09120&provincia=Le%F3n&ntc=3778695319344068&B1=Registrar,0
/tienda1/publico/vaciar.jsp /B2=Vaciar+carrito,0
/tienda1/miembros/editar.jsp /modo=registro&login=zemanek&password=23IL04&nombre=Pangui&apellidos=Luczka+Graciot&email=francis%40ocymafa.tt&dni=08580215L&direccion=Calle+Padre+Perpi%F1an%2C+90%2C+7-B&ciudad=Sant+Juli%E0+de+Ramis&cp=37428&provincia=Tarragona&ntc=0479266564613834&B1=Registrar,0
/tienda1/publico/anadir.jsp /id=1&nombre=Queso+Manchego&precio=100&cantidad=63&B1=A%F1adir+al+carrito,0
/tienda1/publico/autenticar.jsp /modo=entrar&login=latchfor&pwd=chirona&remember=off&B1=Entrar,0
/tienda1/publico/caracteristicas.jsp /id=2,0
/tienda1/publico/entrar.jsp /errorMsg=Credenciales+incorrectas,0
/tienda1/publico/pagar.jsp /modo=insertar&precio=1631&B1=Confirmar,0
/tienda1/publico/registro.jsp /modo=registro&login=triantap&password=arpe*nde&nombre=Alor&apellidos=De+Lagarza+Delacerda&email=felber%40hiperespa%F1a.ps&dni=87179467Z&direccion=Calle+Poligon+Industrial+%22el+Segre%22%2C+118+&ciudad=Vilanova+de+Arousa&cp=31790&provincia=Salamanca&ntc=3548348718435303&B1=Registrar,0
/tienda1/publico/vaciar.jsp /B2=Vaciar+carrito,0
/tienda1/miembros/editar.jsp /modo=registro&login=brewer&password=quebrador&nombre=Caledonio&apellidos=Querol+Jopia&email=espinoza%40canariasatuaire.lb&dni=75131649X&direccion=Minguez%2C+98+&ciudad=Marracos&cp=40359&provincia=Teruel&ntc=1275136116918867&B1=Registrar,0
/tienda1/publico/anadir.jsp /id=3&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=77&B1=A%F1adir+al+carrito,0
/tienda1/publico/autenticar.jsp /modo=entrar&login=hinchey&pwd=obscurantismo&remember=off&B1=Entrar,0
/tienda1/publico/caracteristicas.jsp /id=2,0
/tienda1/publico/entrar.jsp /errorMsg=Credenciales+incorrectas,0
/tienda1/publico/pagar.jsp /modo=insertar&precio=2881&B1=Pasar+por+caja,0
/tienda1/publico/registro.jsp /modo=registro&login=jiinshuh&password=GraNDURa&nombre=Emetrio&apellidos=Diago+Dard%F3n&email=halm%40sietepeines.ht&dni=90658868K&direccion=Calle+De+Las+Abejorreras+29%2C+4A&ciudad=Allariz&cp=16216&provincia=Zamora&ntc=5425376979126339&B1=Registrar,0
/tienda1/publico/vaciar.jsp /B2=Vaciar+carrito,0
/tienda1/miembros/editar.jsp /modo=registro&login=nelia3&password=4ns38a5o4&nombre=Canaan&apellidos=Troguet&email=sandford%40directoriogratuito.yu&dni=94534158H&direccion=C%2F+Afluente%2C+82+&ciudad=Teulada&cp=05200&provincia=Zaragoza&ntc=5973549282567233&B1=Registrar,0
/tienda1/publico/anadir.jsp /id=1&nombre=Vino+Rioja&precio=85&cantidad=59&B1=A%F1adir+al+carrito,0
/tienda1/publico/autenticar.jsp /modo=entrar&login=huston&pwd=organizar&remember=off&B1=Entrar,0
/tienda1/publico/caracteristicas.jsp /id=2,0
/tienda1/publico/entrar.jsp /errorMsg=Credenciales+incorrectas,0
/tienda1/publico/pagar.jsp /modo=insertar&precio=8962&B1=Confirmar,0
/tienda1/publico/registro.jsp /modo=registro&login=keaton3&password=voltio&nombre=Enrico&apellidos=Fornals+Campbell&email=sweldund-pasetti%40supercover.lt&dni=81587818X&direccion=C%2F+Sicilia%2C+162%2C+&ciudad=Aldeamayor+de+San+Mart%EDn&cp=03820&provincia=Barcelona&ntc=6219323796056833&B1=Registrar,0
/tienda1/publico/vaciar.jsp /B2=Vaciar+carrito,0
/tienda1/miembros/editar.jsp /modo=registro&login=dia-edin&password=47gent1R&nombre=Oda&apellidos=Segura+Reygadas&email=rushmann%40clubforex.jm&dni=82497790X&direccion=Avinguda+Ragull+103%2C+2%3FF&ciudad=Almaraz&cp=28813&provincia=Huesca&ntc=5796163870417935&B1=Registrar,0
/tienda1/publico/anadir.jsp /id=3&nombre=Queso+Manchego&precio=100&cantidad=6&B1=A%F1adir+al+carrito,0
/tienda1/publico/autenticar.jsp /modo=entrar&login=zimmerer&pwd=r8mio34&remember=on&B1=Entrar,0
/tienda1/publico/caracteristicas.jsp /id=1,0
/tienda1/publico/entrar.jsp /errorMsg=Credenciales+incorrectas,0
/tienda1/publico/pagar.jsp /modo=insertar&precio=8498&B1=Pasar+por+caja,0
/tienda1/publico/registro.jsp /modo=registro&login=hine7&password=EsEyEntE&nombre=Virgilia&apellidos=Sallesses+Humara&email=donath%40tgcprint.eg&dni=23550240B&direccion=Calle+Transversal+De+Poniente%2C+71%2C+&ciudad=Tapioles&cp=08182&provincia=Girona&ntc=4132414285335498&B1=Registrar,0
/tienda1/publico/vaciar.jsp /B2=Vaciar+carrito,0
